,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
131,7143796984,Evening Run,2022-05-14T19:37:39Z,Run,10011.0,3576,4537,57.4,"[43.859822787344456, -79.43383488804102]",garmin_push_8824454399
132,7137458069,Afternoon Run,2022-05-13T16:40:13Z,Run,5009.6,1713,2817,23.7,"[43.865963872522116, -79.43410771898925]",garmin_push_8817400731
133,7122270651,Evening Run,2022-05-10T19:44:11Z,Run,5008.6,1755,2853,37.0,"[43.86433560401201, -79.4311193190515]",garmin_push_8799792208
134,7110197967,Afternoon Run,2022-05-08T13:15:46Z,Run,7242.1,2470,4378,48.5,"[43.865472776815295, -79.43605726584792]",garmin_push_8785821654
135,7096666904,Morning Run,2022-05-06T06:34:15Z,Run,5088.7,1811,2155,19.4,"[43.88215200975537, -79.36958910897374]",garmin_push_8770506979
136,7094611603,Afternoon Run,2022-05-05T17:14:15Z,Run,7377.4,2584,4004,46.1,"[43.8603435549885, -79.43382382392883]",garmin_push_8768113274
137,7080622462,Morning Run,2022-05-03T07:15:52Z,Run,5018.5,1757,2005,23.3,"[43.865398429334164, -79.43354168906808]",garmin_push_8751865201
138,7073398211,Evening Run,2022-05-01T19:45:07Z,Run,1009.0,291,291,3.0,"[43.863630602136254, -79.43184074945748]",B596FCC8-969E-4011-A4CB-CFF29E194155-activity.fit
139,7037329289,Hilly London ,2022-04-25T08:27:46Z,Run,5009.1,1809,2191,52.6,"[51.58500409685075, -0.27421186678111553]",9882FE76-0394-4C1C-BCE5-F0D659251F0F-activity.fit
140,7020406674,Evening Run,2022-04-21T19:07:13Z,Run,5008.3,1746,1746,40.3,"[43.86395204812288, -79.43136130459607]",garmin_push_8682775260
141,7003693173,🏄🏾‍♀️🏄🏾‍♀️🏄🏾‍♀️,2022-04-18T14:19:34Z,Surfing,1196.7,2620,2620,0,[],garmin_push_8663655100
142,6999436840,Evening Ride,2022-04-17T16:59:28Z,Ride,6544.5,2428,4399,3.5,"[32.67538033425808, -117.17360738664865]",BB02C141-279D-4A6E-9C8A-3B83A150E65A-activity.fit
143,6992317575,La Jolla Half Marathon!! ,2022-04-16T06:36:33Z,Run,21301.5,8129,8186,280.1,"[32.850326327607036, -117.27400112897158]",garmin_push_8650731891
144,6987340389,Balboa Park,2022-04-15T10:50:25Z,Walk,2478.1,2115,3771,17.0,"[32.7287223469466, -117.15078790672123]",70F4DCC2-72B4-435D-B181-0F63DBB23AEE-activity.fit
145,6972857732,Evening Run,2022-04-12T19:19:54Z,Run,5005.6,1764,1930,39.4,"[43.863973589614034, -79.4313471391797]",garmin_push_8628577199
146,6956912746,Afternoon Run,2022-04-09T17:21:27Z,Run,21194.1,8126,10061,53.9,"[43.952269898727536, -79.4313043076545]",garmin_push_8610230643
147,6937201050,Afternoon Run,2022-04-05T17:18:25Z,Run,1010.5,347,472,0.0,"[43.86547017842531, -79.4291644077748]",garmin_push_8587691798
148,6922666122,Afternoon Run,2022-04-02T17:18:35Z,Run,21111.5,7919,9975,65.2,"[43.95227392204106, -79.43137069232762]",garmin_push_8570844261
149,6913600671,Evening Run,2022-03-31T18:48:14Z,Run,10009.3,3650,4065,50.3,"[43.86336833238602, -79.43160647526383]",garmin_push_8560379689
150,6908492369,Afternoon Run,2022-03-30T16:22:28Z,Run,999.1,345,424,4.2,"[43.86421171948314, -79.43279821425676]",garmin_push_8554525270
151,6887506076,Afternoon Run,2022-03-26T14:15:53Z,Run,9962.1,3545,3806,111.3,"[43.85729287751019, -79.31168423965573]",garmin_push_8529952295
152,6877517675,Need new shoes 😢,2022-03-24T17:37:50Z,Run,5007.9,1785,1945,39.7,"[43.863955065608025, -79.43131688050926]",garmin_push_8518710957
153,6867245075,Evening Run,2022-03-22T18:37:44Z,Run,10013.0,3785,3906,58.6,"[43.859165562316775, -79.43434878252447]",garmin_push_8506976499
154,6856805648,Evening Run,2022-03-20T18:26:31Z,Run,10029.5,3521,3737,59.7,"[43.85937754064798, -79.43438356742263]",garmin_push_8494871059
155,6850422233,Hike hike,2022-03-19T16:34:14Z,Hike,2745.1,2660,2835,59.6,"[45.04195712506771, -78.22499019093812]",2437AADD-BA64-42F4-BA04-AB788FD60A8B-activity.fit
156,6844137782,Afternoon Run,2022-03-18T13:19:15Z,Run,5015.5,1752,1801,30.4,"[45.05382874980569, -78.21759374812245]",garmin_push_8480738898
157,6838670938,Lunch Run,2022-03-17T11:36:35Z,Run,5015.0,1722,1739,40.5,"[43.86437793262303, -79.4317171163857]",garmin_push_8474490504
158,6835401664,Afternoon Run,2022-03-16T14:25:15Z,Run,5011.3,1805,1929,40.1,"[43.864217000082135, -79.43140438757837]",garmin_push_8470751391
159,6820245315,Afternoon Run,2022-03-13T15:41:32Z,Run,17008.8,6123,6512,108.6,"[43.86454280465841, -79.43067985586822]",garmin_push_8453007489
160,6809261242,Afternoon Run,2022-03-11T17:09:50Z,Run,5277.8,1935,1935,15.3,"[43.8642171677202, -79.43292712792754]",garmin_push_8440487636
161,6799602152,Afternoon Run,2022-03-09T16:24:18Z,Run,5017.5,1774,1832,40.7,"[43.86388993822038, -79.43132920190692]",garmin_push_8429318509
162,6799600821,Afternoon Run,2022-03-08T17:35:35Z,Run,3541.3,1308,1530,29.7,"[43.86853242293, -79.4155106227845]",garmin_push_8429317178
163,6783784100,Lunch Run,2022-03-06T12:12:30Z,Run,5015.4,1763,2034,39.7,"[43.864379273727536, -79.43176086992025]",garmin_push_8410965109
164,6777188703,Morning Run,2022-03-05T09:46:57Z,Run,8161.3,3008,3258,34.3,"[43.8674290291965, -79.31674120947719]",garmin_push_8403671196
165,6773495595,Afternoon Run,2022-03-04T16:46:01Z,Run,10011.9,3746,3749,50.0,"[43.86348559521139, -79.43141620606184]",garmin_push_8399507371
166,6763932706,Afternoon Run,2022-03-02T17:21:06Z,Run,5005.2,1944,1952,39.8,"[43.86401399038732, -79.43131411448121]",garmin_push_8388502210
167,6758919146,Afternoon Run,2022-03-01T17:14:42Z,Run,8009.2,3045,3112,47.1,"[43.86323355138302, -79.43098034709692]",garmin_push_8382664867
168,6749097190,Afternoon Run,2022-02-27T17:33:49Z,Run,5012.9,1681,1691,40.1,"[43.86389672756195, -79.43135174922645]",garmin_push_8371256348
169,6743638927,Afternoon Activity,2022-02-26T16:58:13Z,AlpineSki,18096.2,10231,14093,917.9,"[44.02759185992181, -79.06253761611879]",907AB9B4-4787-42A5-8BA2-A587074CD367-activity.fit
170,6742247247,Lunch Run,2022-02-26T12:26:54Z,Run,5050.0,1802,1943,30.1,"[43.864974305033684, -79.43327338434756]",garmin_push_8363709503
171,6733703470,Afternoon Run,2022-02-24T17:31:20Z,Run,5167.3,1908,1908,7.6,"[43.863542173057795, -79.43155216053128]",garmin_push_8354033969
172,6726140720,Morning Run,2022-02-23T07:18:34Z,Run,7021.0,2529,2529,22.4,"[43.86359799653292, -79.43152114748955]",garmin_push_8345400401
173,6718558244,Afternoon Run,2022-02-21T17:16:45Z,Run,7155.2,2462,2474,26.6,"[43.86456677690148, -79.43293668329716]",garmin_push_8336757633
174,6712337713,Morning Run,2022-02-20T10:33:21Z,Run,4003.6,1567,1570,12.3,"[43.8654447812587, -79.433499192819]",garmin_push_8329593693
175,6708948860,Afternoon Activity,2022-02-19T16:40:22Z,AlpineSki,13776.7,5658,11066,892.6,"[44.623077, -79.667669]",92dd0c18-d8c1-441b-8286-4fc41dbc7967-activity.fit
176,6697729004,Lunch Run,2022-02-17T12:17:47Z,Run,3354.0,1272,1394,15.1,"[43.8674686755985, -79.4309660140425]",garmin_push_8313199092
177,6694019140,Afternoon Run,2022-02-16T16:34:21Z,Run,5542.9,2029,2140,21.2,"[43.86435027234256, -79.43289527669549]",garmin_push_8309083644
178,6689104433,Afternoon Run,2022-02-15T16:51:11Z,Run,7197.3,2571,2571,28.9,"[43.863670248538256, -79.43167068064213]",garmin_push_8303441123
179,6679801380,Afternoon Run,2022-02-13T17:07:47Z,Run,5026.3,1657,1657,20.5,"[43.86548610404134, -79.43362358026206]",garmin_push_8292542411
180,6671380035,Morning Run,2022-02-12T08:30:39Z,Run,3084.8,1184,1189,10.8,"[43.863738561049104, -79.43212380632758]",garmin_push_8283224151
181,6666060029,Morning Run,2022-02-11T07:38:55Z,Run,10006.5,3519,3519,31.7,"[43.86424566619098, -79.43279938772321]",garmin_push_8277194305
182,6655595425,Morning Run,2022-02-09T07:37:42Z,Run,5566.5,1952,1952,17.4,"[43.864432498812675, -79.43295822478831]",garmin_push_8265274307
183,6650116464,Morning Run,2022-02-08T07:38:22Z,Run,7294.0,2543,2543,23.0,"[43.86407249607146, -79.43272604607046]",garmin_push_8259109903
184,6642710618,Afternoon Run,2022-02-06T16:06:41Z,Run,6151.1,2208,2220,20.0,"[43.86419344693422, -79.43279041908681]",garmin_push_8250593498
185,6637839431,Night Ski,2022-02-05T17:11:30Z,AlpineSki,16613.8,8935,11095,895.0,"[44.027898302301764, -79.06245647929609]",A8C2C250-89E2-4FCE-B064-BB69E0404F29-activity.fit
186,6635454305,Morning Run,2022-02-05T09:40:33Z,Run,5031.7,1793,1992,11.4,"[43.95225581713021, -79.4311438780278]",garmin_push_8242612506
187,6631912096,Afternoon Run,2022-02-04T16:36:05Z,Run,5177.8,1989,1989,17.7,"[43.86364342644811, -79.43180093541741]",garmin_push_8238689080
188,6631910874,Evening Run,2022-02-03T18:54:47Z,Run,18.0,35,35,0,[],garmin_push_8238687814
189,6621156639,Lunch Run,2022-02-02T12:09:17Z,Run,4725.7,1680,2016,34.4,"[43.864238038659096, -79.43117304705083]",garmin_push_8226561950
190,6615952390,Lunch Run,2022-02-01T12:34:28Z,Run,5016.7,1793,2047,39.8,"[43.86422362178564, -79.4312057364732]",garmin_push_8220760243
191,6608012788,Ski with Angie 🥰,2022-01-30T15:58:50Z,AlpineSki,12421.3,7531,14198,785.3,"[44.41202038899064, -79.79070304892957]",2B48D398-5915-46C5-89B1-EF755B449818-activity.fit
192,6606307366,Lunch Run,2022-01-30T11:44:08Z,Run,3029.7,956,956,15.3,"[43.864087080582976, -79.43262378685176]",garmin_push_8209718052
193,6600199910,Morning Run,2022-01-29T10:19:54Z,Run,4615.2,1738,1887,11.0,"[43.95224869251251, -79.43150631152093]",garmin_push_8203153173
194,6596420451,Afternoon Run,2022-01-28T16:44:21Z,Run,5027.9,1751,1751,17.7,"[43.86333321221173, -79.43165886215866]",garmin_push_8198948680
195,6592434694,Evening Run,2022-01-27T19:10:23Z,Run,5530.2,2066,2066,19.6,"[43.95225749351084, -79.43115510977805]",garmin_push_8194317228
196,6586955789,Afternoon Run,2022-01-26T16:29:23Z,Run,7382.9,2746,2795,47.0,"[43.86036777868867, -79.43351972848177]",garmin_push_8188273147
197,6576232155,Afternoon Run,2022-01-24T15:50:25Z,Run,5184.7,2021,2021,17.7,"[43.863595984876156, -79.43185809999704]",garmin_push_8176316916
198,6571464580,Afternoon Run,2022-01-23T14:56:26Z,Run,5187.8,1777,1836,17.6,"[43.86414147913456, -79.43276535719633]",garmin_push_8170766568
199,6565921985,Afternoon Activity,2022-01-22T14:58:18Z,AlpineSki,9970.0,7317,10946,425.2,"[44.0119955688715, -79.05961342155933]",A756D704-D855-4E4C-993B-9FCF1A52BEAB-activity.fit
200,6560266623,Afternoon Run,2022-01-21T16:45:27Z,Run,5023.1,1791,1791,17.9,"[43.863876862451434, -79.43243117071688]",garmin_push_8158648358
201,6550791735,Afternoon Run,2022-01-19T16:29:53Z,Run,5078.6,1770,1882,32.2,"[43.863961016759276, -79.43256276659667]",garmin_push_8148071630
202,6545494997,Post shovel run ,2022-01-18T16:09:45Z,Run,5257.8,1995,1995,23.3,"[43.86350973509252, -79.43149650469422]",garmin_push_8142160019
203,6535531360,Afternoon Walk,2022-01-16T15:25:09Z,Walk,5030.2,4441,5238,10.3,"[43.86441959068179, -79.43172507919371]",d752619a-a87d-47ee-aabc-d1347749a9a0-activity.fit
204,6529353329,Feels like -23🥶,2022-01-15T14:45:21Z,Run,9186.4,3193,3457,21.9,"[43.952123802155256, -79.43082846701145]",garmin_push_8124299069
205,6519259424,Afternoon Run,2022-01-13T16:25:20Z,Run,5011.1,1705,1716,40.1,"[43.86411063373089, -79.43124320358038]",garmin_push_8113161291
206,6511699561,Morning Run,2022-01-12T07:33:10Z,Run,10073.0,3561,3784,49.8,"[43.863370176404715, -79.43158308975399]",garmin_push_8104716370
207,6508911258,Afternoon Run,2022-01-11T16:19:26Z,Run,5018.9,1802,1834,20.4,"[43.86481228284538, -79.4305376149714]",garmin_push_8101648846
208,6503646093,Lunch Run,2022-01-10T12:12:23Z,Run,1006.9,339,418,0.0,"[43.863833947107196, -79.43238750100136]",garmin_push_8095805075
209,6499065476,Afternoon Run,2022-01-09T15:57:07Z,Run,7484.1,2619,2775,46.0,"[43.861277801916, -79.4320955593139]",garmin_push_8090407866
210,6492736634,Afternoon Run,2022-01-08T13:14:02Z,Run,8766.4,3296,3964,24.2,"[43.95225112326443, -79.43111496046185]",garmin_push_8083608529
211,6487139047,Balaclava season,2022-01-07T11:44:29Z,Run,5021.1,1853,1989,40.4,"[43.86436535976827, -79.4317049626261]",garmin_push_8077335788
212,6487136468,Afternoon Run,2022-01-06T14:37:42Z,Run,5025.7,1817,1961,39.4,"[43.86439763009548, -79.43175609223545]",garmin_push_8077332772
213,6472334011,Lunch Run,2022-01-04T12:05:56Z,Run,5034.3,1839,1839,39.4,"[43.86425379663706, -79.43124119192362]",garmin_push_8060705558
214,6469052677,Afternoon Activity,2022-01-03T14:39:54Z,AlpineSki,4934.8,2374,4186,421.8,"[44.506359212100506, -80.31799784861505]",2A69EA30-D792-416A-96CA-DE0E05E3DBBF-activity.fit
215,6457906445,Afternoon Run,2022-01-01T16:22:45Z,Run,5017.1,1755,1787,39.8,"[43.86429084464908, -79.43120540119708]",garmin_push_8044638844
216,6453396336,Afternoon Run,2021-12-31T15:40:58Z,Run,10336.0,3671,3918,62.3,"[43.86121376417577, -79.4322076253593]",garmin_push_8039504290
217,6448691748,Afternoon Run,2021-12-30T15:56:06Z,Run,10091.4,3532,3827,49.8,"[43.86327135376632, -79.431181428954]",garmin_push_8034125312
218,6443830559,Afternoon Run,2021-12-29T13:46:04Z,Run,10059.0,3495,3561,49.6,"[43.86347000487149, -79.4315273500979]",garmin_push_8028561749
219,6439597479,Afternoon Run,2021-12-28T15:28:39Z,Run,2247.1,815,815,10.2,"[43.86556279845536, -79.42886433564126]",garmin_push_8023662429
220,6426612062,Afternoon Run,2021-12-25T13:08:54Z,Run,10006.4,3603,3803,51.4,"[43.86408037506044, -79.43097540177405]",garmin_push_8008662858
221,6423310849,Lunch Run,2021-12-24T12:18:56Z,Run,5005.1,1774,1929,40.1,"[43.86384543031454, -79.43141612224281]",garmin_push_8004700058
222,6416770729,Afternoon Run,2021-12-22T16:21:30Z,Run,5026.9,1799,1955,39.3,"[43.86438874527812, -79.43171979859471]",garmin_push_7997379959
223,6412263914,Afternoon Run,2021-12-21T14:21:05Z,Run,5013.0,1763,2199,39.1,"[43.86428078636527, -79.43128251470625]",garmin_push_7992364017
224,6404714490,Afternoon Run,2021-12-19T14:51:24Z,Run,10028.7,3639,3994,50.1,"[43.86410384438932, -79.43102451972663]",garmin_push_7983819590
225,6396044049,Afternoon Run,2021-12-17T16:13:33Z,Run,5011.0,1771,2093,40.0,"[43.86370511725545, -79.43141268566251]",garmin_push_7974305364
226,6392461572,Afternoon Run,2021-12-16T16:05:22Z,Run,3501.0,1222,1265,29.3,"[43.86516423895955, -79.42990595474839]",garmin_push_7970202807
227,6388553148,Afternoon Run,2021-12-15T15:47:55Z,Run,5008.3,1692,1729,39.5,"[43.863843670114875, -79.43138678558171]",garmin_push_7965741689
228,6380368462,Afternoon Run,2021-12-13T16:10:07Z,Run,5003.9,1722,1722,39.4,"[43.86403293348849, -79.43132668733597]",garmin_push_7956341214
229,6376780671,Afternoon Run,2021-12-12T16:20:21Z,Run,5010.2,1716,1734,40.1,"[43.86398322880268, -79.4313696026802]",garmin_push_7952064040
230,6370795343,Morning Run,2021-12-11T09:50:21Z,Run,5140.6,1792,1797,23.9,"[43.95255044102669, -79.43179707974195]",garmin_push_7945538421
231,6366331573,Morning Run,2021-12-10T07:56:30Z,Run,5008.7,1826,2020,40.4,"[43.8642724044621, -79.4313437025994]",garmin_push_7940505779
232,6356283824,Afternoon Run,2021-12-07T16:18:06Z,Run,5009.7,1831,1999,39.3,"[43.86390494182706, -79.43137446418405]",garmin_push_7929068004
233,6351280290,Lunch Run,2021-12-06T12:07:16Z,Run,5039.3,1739,1791,40.2,"[43.86353169567883, -79.43142685107887]",garmin_push_7923410763
234,6343792395,Afternoon Run,2021-12-04T15:52:52Z,Run,5014.2,1675,1689,39.1,"[43.86396646499634, -79.43133666180074]",garmin_push_7914929894
235,6338819063,Lunch Run,2021-12-03T12:11:21Z,Run,5010.3,1895,2172,40.0,"[43.86377745307982, -79.43140740506351]",garmin_push_7909418779
236,6331682931,Afternoon Run,2021-12-01T16:23:15Z,Run,5007.7,1775,1775,39.0,"[43.86361199431121, -79.43146088160574]",garmin_push_7901355188
237,6327416368,Afternoon Run,2021-11-30T15:49:44Z,Run,5014.3,1722,1769,39.1,"[43.86469770222902, -79.43077775649726]",garmin_push_7896564538
238,6318396480,Morning Run,2021-11-28T10:46:35Z,Run,5020.1,1898,2187,20.3,"[43.864692421630025, -79.4307363498956]",garmin_push_7886299270
239,6313566824,Morning Run,2021-11-27T09:14:42Z,Run,10022.6,3628,3681,18.7,"[43.95108402706683, -79.42997083067894]",garmin_push_7881052158
240,6310876473,Afternoon Run,2021-11-26T16:40:48Z,Run,5032.5,1823,1831,39.8,"[43.863530941307545, -79.43141494877636]",garmin_push_7878021656
241,6303040009,Afternoon Run,2021-11-24T16:12:18Z,Run,5020.2,1744,1744,39.1,"[43.863969314843416, -79.43132098764181]",garmin_push_7869296558
242,6293122060,Monday 😴,2021-11-22T12:06:24Z,Run,5017.4,1823,1951,13.5,"[43.864303417503834, -79.4314631447196]",garmin_push_7858227646
243,6290269799,Afternoon Run,2021-11-21T16:13:19Z,Run,5019.6,1752,1767,16.3,"[43.86391608975828, -79.43130531348288]",garmin_push_7854902382
244,6283671406,Run Club,2021-11-20T09:39:38Z,Run,5200.6,1843,1904,14.6,"[43.952088095247746, -79.43116005510092]",garmin_push_7847797943
245,6280456563,Afternoon Run,2021-11-19T16:26:09Z,Run,5004.8,1698,1698,31.6,"[43.863606629893184, -79.43236202001572]",garmin_push_7844270699
246,6275345980,Lunch Run,2021-11-18T11:14:17Z,Run,5140.8,1747,1747,23.6,"[43.86438740417361, -79.43289686925709]",garmin_push_7838462663
247,6270046042,Morning Run,2021-11-17T07:34:53Z,Run,5067.0,1800,2044,39.3,"[43.863628171384335, -79.43140220828354]",garmin_push_7832531778
248,6261996441,Lunch Run,2021-11-15T12:06:24Z,Run,5018.7,1746,1803,40.2,"[43.86415866203606, -79.4312194827944]",garmin_push_7823515932
249,6252254945,RUN CLUB,2021-11-13T09:43:36Z,Run,4745.6,1755,1764,12.1,"[43.95230426453054, -79.43141561932862]",garmin_push_7812852888
250,6252252222,Lunch Run,2021-11-12T12:07:16Z,Run,2089.8,745,745,10.4,"[43.86662092991173, -79.42803469486535]",garmin_push_7812849940
251,6244232087,Lunch Run,2021-11-11T12:41:55Z,Run,5077.4,1814,2060,39.5,"[43.86358282528818, -79.43145895376801]",garmin_push_7803848160
252,6239417126,Lunch Run,2021-11-10T12:27:31Z,Run,3202.2,1142,1147,19.8,"[43.86381450109184, -79.43222179077566]",garmin_push_7798464173
253,6234705742,Lunch Run,2021-11-09T12:10:05Z,Run,5066.6,1770,1770,40.1,"[43.863540077582, -79.4314961694181]",garmin_push_7793175947
254,6230032930,Lunch Run,2021-11-08T12:04:48Z,Run,5017.4,1761,1872,40.4,"[43.86407542973757, -79.43124228157103]",garmin_push_7787876240
255,6226498983,A confused outfit run ,2021-11-07T13:31:40Z,Run,5062.0,1773,2364,39.4,"[43.86357570067048, -79.43149968981743]",garmin_push_7783728354
256,6221337773,Afternoon Run,2021-11-06T15:39:25Z,Run,5311.1,1832,2454,23.4,"[43.86611005291343, -79.43405918776989]",garmin_push_7778147183
257,6212643727,Afternoon Run,2021-11-04T17:43:04Z,Run,5057.4,1922,1924,16.4,"[43.863463047891855, -79.43132048472762]",garmin_push_7768526444
258,6208173911,Afternoon Run,2021-11-03T17:25:33Z,Run,7638.6,2627,2765,47.0,"[43.863277891650796, -79.43140178918839]",garmin_push_7763591192
259,6203693277,Afternoon Run,2021-11-02T17:51:33Z,Run,5100.3,1779,1779,40.1,"[43.863598415628076, -79.43147856742144]",garmin_push_7758462741
260,6198799930,Afternoon Run,2021-11-01T17:19:26Z,Run,5021.7,1661,1661,40.2,"[43.86415581218898, -79.4312458857894]",garmin_push_7753082852
261,6189275082,Afternoon Run,2021-10-30T17:21:22Z,Run,5008.8,1706,1796,40.1,"[43.86386395432055, -79.43234760314226]",garmin_push_7741813218
262,6183696932,Lunch Run,2021-10-29T12:06:42Z,Run,5016.4,1829,1829,20.9,"[43.86463307775557, -79.43082167766988]",garmin_push_7735652897
263,6179549909,Lunch Run,2021-10-28T12:22:32Z,Run,5581.4,1990,2527,42.6,"[43.86420350521803, -79.43115133792162]",garmin_push_7730962952
264,6174819818,Lunch Run,2021-10-27T12:11:10Z,Run,5051.9,1861,1882,33.0,"[43.86364744976163, -79.43143548443913]",garmin_push_7725717868
265,6165116232,Lunch Run,2021-10-25T12:04:13Z,Run,5003.3,1782,1809,40.0,"[43.86405447497964, -79.4312955904752]",garmin_push_7714982198
266,6155799016,Morning Run,2021-10-23T08:14:19Z,Run,13008.6,4651,5756,24.4,"[49.28951061330736, -123.12174224294722]",garmin_push_7704648298
267,6145843733,Morning Run,2021-10-21T07:07:02Z,Run,8009.7,2639,3051,0.0,"[49.29039314389229, -123.1213235668838]",garmin_push_7693803690
